shipment_id,order_id,tracking_no,carrier_name,transport_mode,origin_hub,destination_city,destination_region,current_status,current_node_label,customs_status,current_node_detail,last_update_at,eta_start,eta_end,outbound_at,customs_released_at,delivered_at,abnormal_flag,abnormal_reason,tracking_summary
SHP-0050,ORD-2026-0050,TRK2026030050,OceanBridge,sea,新加坡/马来西亚港口集货仓,重庆,西南,cancelled,订单已取消,pending,用户取消或支付失败后终止发运,2026-04-13T03:35:00,2026-04-24T03:35:00,2026-05-03T03:35:00,2026-04-08T03:35:00,2026-04-21T03:35:00,,cancel,,TRK2026030050 当前处于 订单已取消，客服可引用运输说明卡稳定预期。
SHP-0051,ORD-2026-0051,TRK2026030051,OceanBridge,sea,新加坡/马来西亚港口集货仓,上海,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-14T21:35:00,2026-04-24T21:35:00,2026-05-03T21:35:00,2026-04-08T21:35:00,2026-04-21T21:35:00,2026-04-25 21:35:00,none,,TRK2026030051 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0052,ORD-2026-0052,TRK2026030052,OceanBridge,sea,新加坡/马来西亚港口集货仓,杭州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-16T15:35:00,2026-04-25T15:35:00,2026-05-04T15:35:00,2026-04-09T15:35:00,2026-04-22T15:35:00,2026-04-26 15:35:00,none,,TRK2026030052 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0053,ORD-2026-0053,TRK2026030053,OceanBridge,sea,新加坡/马来西亚港口集货仓,苏州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-18T09:35:00,2026-04-26T09:35:00,2026-05-05T09:35:00,2026-04-10T09:35:00,2026-04-23T09:35:00,2026-04-27 09:35:00,none,,TRK2026030053 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0054,ORD-2026-0054,TRK2026030054,OceanBridge,sea,新加坡/马来西亚港口集货仓,北京,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-04-20T03:35:00,2026-04-27T03:35:00,2026-05-06T03:35:00,2026-04-11T03:35:00,2026-04-24T03:35:00,,none,,TRK2026030054 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0055,ORD-2026-0055,TRK2026030055,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,天津,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-04-17T21:35:00,2026-04-15T21:35:00,2026-04-18T21:35:00,2026-04-11T21:35:00,2026-04-12T21:35:00,,none,,TRK2026030055 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0056,ORD-2026-0056,TRK2026030056,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,深圳,华南,customs_clearance,清关处理中,pending,等待清关放行，属于正常耗时节点,2026-04-12T15:35:00,2026-04-16T15:35:00,2026-04-19T15:35:00,2026-04-12T15:35:00,2026-04-13T15:35:00,,none,,TRK2026030056 当前处于 清关处理中，客服可引用运输说明卡稳定预期。
SHP-0057,ORD-2026-0057,TRK2026030057,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,广州,华南,out_for_delivery,国内派送中,released,末端快递已派件,2026-04-14T09:35:00,2026-04-17T09:35:00,2026-04-20T09:35:00,2026-04-13T09:35:00,2026-04-14T09:35:00,,none,,TRK2026030057 当前处于 国内派送中，客服可引用运输说明卡稳定预期。
SHP-0058,ORD-2026-0058,TRK2026030058,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,厦门,华南,label_created,等待干线出库,pending,订单已建单，等待仓库出库,2026-04-16T03:35:00,2026-04-18T03:35:00,2026-04-21T03:35:00,2026-04-14T03:35:00,2026-04-15T03:35:00,,none,,TRK2026030058 当前处于 等待干线出库，客服可引用运输说明卡稳定预期。
SHP-0059,ORD-2026-0059,TRK2026030059,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,成都,西南,exception,物流异常待复核,pending,出现箱体破损或转运延迟，需要人工排查,2026-04-17T21:35:00,2026-04-18T21:35:00,2026-04-21T21:35:00,2026-04-14T21:35:00,2026-04-15T21:35:00,,delay,箱体压痕待核查,TRK2026030059 当前处于 物流异常待复核，客服可引用运输说明卡稳定预期。
SHP-0060,ORD-2026-0060,TRK2026030060,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,重庆,西南,cancelled,订单已取消,pending,用户取消或支付失败后终止发运,2026-04-19T15:35:00,2026-04-19T15:35:00,2026-04-22T15:35:00,2026-04-15T15:35:00,2026-04-16T15:35:00,,cancel,,TRK2026030060 当前处于 订单已取消，客服可引用运输说明卡稳定预期。
SHP-0061,ORD-2026-0061,TRK2026030061,OceanBridge,sea,新加坡港口集货仓,上海,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-21T09:35:00,2026-05-02T09:35:00,2026-05-11T09:35:00,2026-04-16T09:35:00,2026-04-29T09:35:00,2026-05-03 09:35:00,none,,TRK2026030061 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0062,ORD-2026-0062,TRK2026030062,OceanBridge,sea,新加坡港口集货仓,杭州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-23T03:35:00,2026-05-03T03:35:00,2026-05-12T03:35:00,2026-04-17T03:35:00,2026-04-30T03:35:00,2026-05-04 03:35:00,none,,TRK2026030062 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0063,ORD-2026-0063,TRK2026030063,OceanBridge,sea,新加坡港口集货仓,苏州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-24T21:35:00,2026-05-03T21:35:00,2026-05-12T21:35:00,2026-04-17T21:35:00,2026-04-30T21:35:00,2026-05-04 21:35:00,none,,TRK2026030063 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0064,ORD-2026-0064,TRK2026030064,OceanBridge,sea,新加坡港口集货仓,北京,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-04-26T15:35:00,2026-05-04T15:35:00,2026-05-13T15:35:00,2026-04-18T15:35:00,2026-05-01T15:35:00,,none,,TRK2026030064 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0065,ORD-2026-0065,TRK2026030065,OceanBridge,sea,新加坡港口集货仓,天津,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-04-28T09:35:00,2026-05-05T09:35:00,2026-05-14T09:35:00,2026-04-19T09:35:00,2026-05-02T09:35:00,,none,,TRK2026030065 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0066,ORD-2026-0066,TRK2026030066,OceanBridge,sea,新加坡港口集货仓,深圳,华南,customs_clearance,清关处理中,pending,等待清关放行，属于正常耗时节点,2026-04-30T03:35:00,2026-05-06T03:35:00,2026-05-15T03:35:00,2026-04-20T03:35:00,2026-05-03T03:35:00,,none,,TRK2026030066 当前处于 清关处理中，客服可引用运输说明卡稳定预期。
SHP-0067,ORD-2026-0067,TRK2026030067,OceanBridge,sea,新加坡/马来西亚港口集货仓,广州,华南,out_for_delivery,国内派送中,released,末端快递已派件,2026-04-20T21:35:00,2026-05-06T21:35:00,2026-05-15T21:35:00,2026-04-20T21:35:00,2026-05-03T21:35:00,,none,,TRK2026030067 当前处于 国内派送中，客服可引用运输说明卡稳定预期。
SHP-0068,ORD-2026-0068,TRK2026030068,OceanBridge,sea,新加坡/马来西亚港口集货仓,厦门,华南,label_created,等待干线出库,pending,订单已建单，等待仓库出库,2026-04-22T15:35:00,2026-05-07T15:35:00,2026-05-16T15:35:00,2026-04-21T15:35:00,2026-05-04T15:35:00,,none,,TRK2026030068 当前处于 等待干线出库，客服可引用运输说明卡稳定预期。
SHP-0069,ORD-2026-0069,TRK2026030069,OceanBridge,sea,新加坡/马来西亚港口集货仓,成都,西南,exception,物流异常待复核,pending,出现箱体破损或转运延迟，需要人工排查,2026-04-24T09:35:00,2026-05-08T09:35:00,2026-05-17T09:35:00,2026-04-22T09:35:00,2026-05-05T09:35:00,,delay,箱体压痕待核查,TRK2026030069 当前处于 物流异常待复核，客服可引用运输说明卡稳定预期。
SHP-0070,ORD-2026-0070,TRK2026030070,OceanBridge,sea,新加坡/马来西亚港口集货仓,重庆,西南,cancelled,订单已取消,pending,用户取消或支付失败后终止发运,2026-04-26T03:35:00,2026-05-09T03:35:00,2026-05-18T03:35:00,2026-04-23T03:35:00,2026-05-06T03:35:00,,cancel,,TRK2026030070 当前处于 订单已取消，客服可引用运输说明卡稳定预期。
SHP-0071,ORD-2026-0071,TRK2026030071,OceanBridge,sea,新加坡/马来西亚港口集货仓,上海,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-27T21:35:00,2026-05-09T21:35:00,2026-05-18T21:35:00,2026-04-23T21:35:00,2026-05-06T21:35:00,2026-05-10 21:35:00,none,,TRK2026030071 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0072,ORD-2026-0072,TRK2026030072,OceanBridge,sea,新加坡/马来西亚港口集货仓,杭州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-04-29T15:35:00,2026-05-10T15:35:00,2026-05-19T15:35:00,2026-04-24T15:35:00,2026-05-07T15:35:00,2026-05-11 15:35:00,none,,TRK2026030072 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0073,ORD-2026-0073,TRK2026030073,OceanBridge,sea,新加坡/马来西亚港口集货仓,苏州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-01T09:35:00,2026-05-11T09:35:00,2026-05-20T09:35:00,2026-04-25T09:35:00,2026-05-08T09:35:00,2026-05-12 09:35:00,none,,TRK2026030073 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0074,ORD-2026-0074,TRK2026030074,OceanBridge,sea,新加坡/马来西亚港口集货仓,北京,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-05-03T03:35:00,2026-05-12T03:35:00,2026-05-21T03:35:00,2026-04-26T03:35:00,2026-05-09T03:35:00,,none,,TRK2026030074 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0075,ORD-2026-0075,TRK2026030075,OceanBridge,sea,新加坡/马来西亚港口集货仓,天津,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-05-04T21:35:00,2026-05-12T21:35:00,2026-05-21T21:35:00,2026-04-26T21:35:00,2026-05-09T21:35:00,,none,,TRK2026030075 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0076,ORD-2026-0076,TRK2026030076,OceanBridge,sea,新加坡/马来西亚港口集货仓,深圳,华南,customs_clearance,清关处理中,pending,等待清关放行，属于正常耗时节点,2026-05-06T15:35:00,2026-05-13T15:35:00,2026-05-22T15:35:00,2026-04-27T15:35:00,2026-05-10T15:35:00,,none,,TRK2026030076 当前处于 清关处理中，客服可引用运输说明卡稳定预期。
SHP-0077,ORD-2026-0077,TRK2026030077,OceanBridge,sea,新加坡/马来西亚港口集货仓,广州,华南,out_for_delivery,国内派送中,released,末端快递已派件,2026-05-08T09:35:00,2026-05-14T09:35:00,2026-05-23T09:35:00,2026-04-28T09:35:00,2026-05-11T09:35:00,,none,,TRK2026030077 当前处于 国内派送中，客服可引用运输说明卡稳定预期。
SHP-0078,ORD-2026-0078,TRK2026030078,OceanBridge,sea,新加坡/马来西亚港口集货仓,厦门,华南,label_created,等待干线出库,pending,订单已建单，等待仓库出库,2026-04-29T03:35:00,2026-05-15T03:35:00,2026-05-24T03:35:00,2026-04-29T03:35:00,2026-05-12T03:35:00,,none,,TRK2026030078 当前处于 等待干线出库，客服可引用运输说明卡稳定预期。
SHP-0079,ORD-2026-0079,TRK2026030079,OceanBridge,sea,新加坡/马来西亚港口集货仓,成都,西南,exception,物流异常待复核,pending,出现箱体破损或转运延迟，需要人工排查,2026-04-30T21:35:00,2026-05-15T21:35:00,2026-05-24T21:35:00,2026-04-29T21:35:00,2026-05-12T21:35:00,,delay,箱体压痕待核查,TRK2026030079 当前处于 物流异常待复核，客服可引用运输说明卡稳定预期。
SHP-0080,ORD-2026-0080,TRK2026030080,OceanBridge,sea,新加坡/马来西亚港口集货仓,重庆,西南,cancelled,订单已取消,pending,用户取消或支付失败后终止发运,2026-05-02T15:35:00,2026-05-16T15:35:00,2026-05-25T15:35:00,2026-04-30T15:35:00,2026-05-13T15:35:00,,cancel,,TRK2026030080 当前处于 订单已取消，客服可引用运输说明卡稳定预期。
SHP-0081,ORD-2026-0081,TRK2026030081,OceanBridge,sea,新加坡/马来西亚港口集货仓,上海,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-04T09:35:00,2026-05-17T09:35:00,2026-05-26T09:35:00,2026-05-01T09:35:00,2026-05-14T09:35:00,2026-05-18 09:35:00,none,,TRK2026030081 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0082,ORD-2026-0082,TRK2026030082,OceanBridge,sea,新加坡/马来西亚港口集货仓,杭州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-06T03:35:00,2026-05-18T03:35:00,2026-05-27T03:35:00,2026-05-02T03:35:00,2026-05-15T03:35:00,2026-05-19 03:35:00,none,,TRK2026030082 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0083,ORD-2026-0083,TRK2026030083,OceanBridge,sea,新加坡/马来西亚港口集货仓,苏州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-07T21:35:00,2026-05-18T21:35:00,2026-05-27T21:35:00,2026-05-02T21:35:00,2026-05-15T21:35:00,2026-05-19 21:35:00,none,,TRK2026030083 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0084,ORD-2026-0084,TRK2026030084,OceanBridge,sea,新加坡/马来西亚港口集货仓,北京,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-05-09T15:35:00,2026-05-19T15:35:00,2026-05-28T15:35:00,2026-05-03T15:35:00,2026-05-16T15:35:00,,none,,TRK2026030084 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0085,ORD-2026-0085,TRK2026030085,OceanBridge,sea,新加坡/马来西亚港口集货仓,天津,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-05-11T09:35:00,2026-05-20T09:35:00,2026-05-29T09:35:00,2026-05-04T09:35:00,2026-05-17T09:35:00,,none,,TRK2026030085 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0086,ORD-2026-0086,TRK2026030086,OceanBridge,sea,新加坡/马来西亚港口集货仓,深圳,华南,customs_clearance,清关处理中,pending,等待清关放行，属于正常耗时节点,2026-05-13T03:35:00,2026-05-21T03:35:00,2026-05-30T03:35:00,2026-05-05T03:35:00,2026-05-18T03:35:00,,none,,TRK2026030086 当前处于 清关处理中，客服可引用运输说明卡稳定预期。
SHP-0087,ORD-2026-0087,TRK2026030087,OceanBridge,sea,新加坡/马来西亚港口集货仓,广州,华南,out_for_delivery,国内派送中,released,末端快递已派件,2026-05-14T21:35:00,2026-05-21T21:35:00,2026-05-30T21:35:00,2026-05-05T21:35:00,2026-05-18T21:35:00,,none,,TRK2026030087 当前处于 国内派送中，客服可引用运输说明卡稳定预期。
SHP-0088,ORD-2026-0088,TRK2026030088,OceanBridge,sea,新加坡/马来西亚港口集货仓,厦门,华南,label_created,等待干线出库,pending,订单已建单，等待仓库出库,2026-05-16T15:35:00,2026-05-22T15:35:00,2026-05-31T15:35:00,2026-05-06T15:35:00,2026-05-19T15:35:00,,none,,TRK2026030088 当前处于 等待干线出库，客服可引用运输说明卡稳定预期。
SHP-0089,ORD-2026-0089,TRK2026030089,OceanBridge,sea,新加坡/马来西亚港口集货仓,成都,西南,exception,物流异常待复核,pending,出现箱体破损或转运延迟，需要人工排查,2026-05-07T09:35:00,2026-05-23T09:35:00,2026-06-01T09:35:00,2026-05-07T09:35:00,2026-05-20T09:35:00,,delay,箱体压痕待核查,TRK2026030089 当前处于 物流异常待复核，客服可引用运输说明卡稳定预期。
SHP-0090,ORD-2026-0090,TRK2026030090,OceanBridge,sea,新加坡/马来西亚港口集货仓,重庆,西南,cancelled,订单已取消,pending,用户取消或支付失败后终止发运,2026-05-09T03:35:00,2026-05-24T03:35:00,2026-06-02T03:35:00,2026-05-08T03:35:00,2026-05-21T03:35:00,,cancel,,TRK2026030090 当前处于 订单已取消，客服可引用运输说明卡稳定预期。
SHP-0091,ORD-2026-0091,TRK2026030091,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,上海,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-10T21:35:00,2026-05-12T21:35:00,2026-05-15T21:35:00,2026-05-08T21:35:00,2026-05-09T21:35:00,2026-05-13 21:35:00,none,,TRK2026030091 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0092,ORD-2026-0092,TRK2026030092,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,杭州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-12T15:35:00,2026-05-13T15:35:00,2026-05-16T15:35:00,2026-05-09T15:35:00,2026-05-10T15:35:00,2026-05-14 15:35:00,none,,TRK2026030092 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0093,ORD-2026-0093,TRK2026030093,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,苏州,华东,delivered,末端签收完成,released,签收成功，建议引导确认是否存在外观/功能问题,2026-05-14T09:35:00,2026-05-14T09:35:00,2026-05-17T09:35:00,2026-05-10T09:35:00,2026-05-11T09:35:00,2026-05-15 09:35:00,none,,TRK2026030093 当前处于 末端签收完成，客服可引用运输说明卡稳定预期。
SHP-0094,ORD-2026-0094,TRK2026030094,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,北京,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-05-16T03:35:00,2026-05-15T03:35:00,2026-05-18T03:35:00,2026-05-11T03:35:00,2026-05-12T03:35:00,,none,,TRK2026030094 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0095,ORD-2026-0095,TRK2026030095,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,天津,华北,in_transit,干线运输中,released,跨境运输途中，暂无异常,2026-05-17T21:35:00,2026-05-15T21:35:00,2026-05-18T21:35:00,2026-05-11T21:35:00,2026-05-12T21:35:00,,none,,TRK2026030095 当前处于 干线运输中，客服可引用运输说明卡稳定预期。
SHP-0096,ORD-2026-0096,TRK2026030096,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,深圳,华南,customs_clearance,清关处理中,pending,等待清关放行，属于正常耗时节点,2026-05-18T15:35:00,2026-05-16T15:35:00,2026-05-19T15:35:00,2026-05-12T15:35:00,2026-05-13T15:35:00,,none,,TRK2026030096 当前处于 清关处理中，客服可引用运输说明卡稳定预期。
SHP-0097,ORD-2026-0097,TRK2026030097,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,广州,华南,out_for_delivery,国内派送中,released,末端快递已派件,2026-05-19T09:35:00,2026-05-17T09:35:00,2026-05-20T09:35:00,2026-05-13T09:35:00,2026-05-14T09:35:00,,none,,TRK2026030097 当前处于 国内派送中，客服可引用运输说明卡稳定预期。
SHP-0098,ORD-2026-0098,TRK2026030098,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,厦门,华南,label_created,等待干线出库,pending,订单已建单，等待仓库出库,2026-05-20T03:35:00,2026-05-18T03:35:00,2026-05-21T03:35:00,2026-05-14T03:35:00,2026-05-15T03:35:00,,none,,TRK2026030098 当前处于 等待干线出库，客服可引用运输说明卡稳定预期。
SHP-0099,ORD-2026-0099,TRK2026030099,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,成都,西南,exception,物流异常待复核,pending,出现箱体破损或转运延迟，需要人工排查,2026-05-20T21:35:00,2026-05-18T21:35:00,2026-05-21T21:35:00,2026-05-14T21:35:00,2026-05-15T21:35:00,,delay,箱体压痕待核查,TRK2026030099 当前处于 物流异常待复核，客服可引用运输说明卡稳定预期。
SHP-0100,ORD-2026-0100,TRK2026030100,AeroLink,bonded_warehouse_prestocked,宁波/郑州保税仓（前置）,重庆,西南,cancelled,订单已取消,pending,用户取消或支付失败后终止发运,2026-05-15T15:35:00,2026-05-19T15:35:00,2026-05-22T15:35:00,2026-05-15T15:35:00,2026-05-16T15:35:00,,cancel,,TRK2026030100 当前处于 订单已取消，客服可引用运输说明卡稳定预期。
