order_id,session_id,customer_id,customer_tier,channel,sku_id,brand_id,brand_name,category_id,category_name,product_model,version_country,china_usability,warranty_type,return_policy_type,import_channel,quantity,unit_price_cny,shipping_fee_cny,total_amount_cny,order_status,payment_status,shipment_status,created_at,paid_at,promised_eta_start,promised_eta_end,destination_region,destination_city,destination_district,compat_doc_id,warranty_doc_id,price_policy_doc_id,mock_note
ORD-2026-0066,SES-MOCK-0066,CUS-0024,standard,web,SKU-JURA-Caps-UK,BR02,Jura,CAT01,全自动/半自动咖啡机,JURA-Caps-UK-2029,UK,need_adapter,importer_only,quality_only,official_distributor,1,4395,0,4395,processing,paid,customs_clearance,2026-04-19T03:00:00,2026-04-19T03:35:00,2026-05-06,2026-05-15,华南,深圳,南山区,DOC-SKU-JURA-Caps-UK-COMPAT,DOC-IMP-JURA-Caps-UK-WARRANTY,DOC-PRC-CAT01,用于作品集演示的订单主数据
ORD-2026-0067,SES-MOCK-0067,CUS-0025,vip,web,SKU-SMEG-Air-US,BR03,Smeg,CAT02,台式烤箱/空气炸烤箱,SMEG-Air-US-2027,US,not_recommended,importer_with_brand_support,quality_only,official_distributor,1,3690,0,3690,processing,paid,out_for_delivery,2026-04-19T21:00:00,2026-04-19T21:35:00,2026-05-06,2026-05-15,华南,广州,天河区,DOC-SKU-SMEG-Air-US-COMPAT,DOC-IMP-SMEG-Air-US-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0068,SES-MOCK-0068,CUS-0026,vip,web,SKU-SMEG-Steam-EU,BR03,Smeg,CAT02,台式烤箱/空气炸烤箱,SMEG-Steam-EU-2028,EU,need_adapter,importer_with_brand_support,quality_only,official_distributor,1,4050,0,4050,processing,paid,label_created,2026-04-20T15:00:00,2026-04-20T15:35:00,2026-05-07,2026-05-16,华南,厦门,思明区,DOC-SKU-SMEG-Steam-EU-COMPAT,DOC-IMP-SMEG-Steam-EU-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0069,SES-MOCK-0069,CUS-0027,new,web,SKU-SMEG-Toast-UK,BR03,Smeg,CAT02,台式烤箱/空气炸烤箱,SMEG-Toast-UK-2029,UK,need_adapter,importer_with_brand_support,quality_only,official_distributor,1,4050,0,4050,processing,paid,exception,2026-04-21T09:00:00,2026-04-21T09:35:00,2026-05-08,2026-05-17,西南,成都,高新区,DOC-SKU-SMEG-Toast-UK-COMPAT,DOC-IMP-SMEG-Toast-UK-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0070,SES-MOCK-0070,CUS-0028,standard,web,SKU-BREV-Air-US,BR04,Breville,CAT02,台式烤箱/空气炸烤箱,BREV-Air-US-2027,US,not_recommended,importer_only,quality_only,parallel_import,1,3945,0,3945,closed,refunded,cancelled,2026-04-22T03:00:00,2026-04-22T03:35:00,2026-05-09,2026-05-18,西南,重庆,渝北区,DOC-SKU-BREV-Air-US-COMPAT,DOC-IMP-BREV-Air-US-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0071,SES-MOCK-0071,CUS-0029,vip,web,SKU-BREV-Steam-UK,BR04,Breville,CAT02,台式烤箱/空气炸烤箱,BREV-Steam-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,3945,0,3945,closed,paid,delivered,2026-04-22T21:00:00,2026-04-22T21:35:00,2026-05-09,2026-05-18,华东,上海,黄浦区,DOC-SKU-BREV-Steam-UK-COMPAT,DOC-IMP-BREV-Steam-UK-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0072,SES-MOCK-0072,CUS-0030,vip,web,SKU-BREV-Toast-AU,BR04,Breville,CAT02,台式烤箱/空气炸烤箱,BREV-Toast-AU-2029,AU,direct,importer_only,quality_only,parallel_import,1,3885,0,3885,closed,paid,delivered,2026-04-23T15:00:00,2026-04-23T15:35:00,2026-05-10,2026-05-19,华东,杭州,西湖区,DOC-SKU-BREV-Toast-AU-COMPAT,DOC-IMP-BREV-Toast-AU-WARRANTY,DOC-PRC-CAT02,用于作品集演示的订单主数据
ORD-2026-0073,SES-MOCK-0073,CUS-0031,new,wechat,SKU-BOSC-DW60-US,BR05,Bosch,CAT03,洗碗机,BOSC-DW60-US-2027,US,not_recommended,brand_global,quality_only,official_distributor,1,8900,0,8900,closed,paid,delivered,2026-04-24T09:00:00,2026-04-24T09:35:00,2026-05-11,2026-05-20,华东,苏州,工业园区,DOC-SKU-BOSC-DW60-US-COMPAT,DOC-IMP-BOSC-DW60-US-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0074,SES-MOCK-0074,CUS-0032,standard,web,SKU-BOSC-DW45-EU,BR05,Bosch,CAT03,洗碗机,BOSC-DW45-EU-2028,EU,need_adapter,brand_global,quality_only,official_distributor,1,9260,0,9260,processing,paid,in_transit,2026-04-25T03:00:00,2026-04-25T03:35:00,2026-05-12,2026-05-21,华北,北京,朝阳区,DOC-SKU-BOSC-DW45-EU-COMPAT,DOC-IMP-BOSC-DW45-EU-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0075,SES-MOCK-0075,CUS-0033,vip,web,SKU-BOSC-DFS-UK,BR05,Bosch,CAT03,洗碗机,BOSC-DFS-UK-2029,UK,need_adapter,brand_global,quality_only,official_distributor,1,9260,0,9260,processing,paid,in_transit,2026-04-25T21:00:00,2026-04-25T21:35:00,2026-05-12,2026-05-21,华北,天津,河西区,DOC-SKU-BOSC-DFS-UK-COMPAT,DOC-IMP-BOSC-DFS-UK-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0076,SES-MOCK-0076,CUS-0034,vip,web,SKU-MIEL-DW60-US,BR06,Miele,CAT03,洗碗机,MIEL-DW60-US-2027,US,not_recommended,brand_global,quality_only,official_distributor,1,8855,0,8855,processing,paid,customs_clearance,2026-04-26T15:00:00,2026-04-26T15:35:00,2026-05-13,2026-05-22,华南,深圳,南山区,DOC-SKU-MIEL-DW60-US-COMPAT,DOC-IMP-MIEL-DW60-US-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0077,SES-MOCK-0077,CUS-0035,new,web,SKU-MIEL-DW45-EU,BR06,Miele,CAT03,洗碗机,MIEL-DW45-EU-2028,EU,need_adapter,brand_global,quality_only,official_distributor,1,9215,0,9215,processing,paid,out_for_delivery,2026-04-27T09:00:00,2026-04-27T09:35:00,2026-05-14,2026-05-23,华南,广州,天河区,DOC-SKU-MIEL-DW45-EU-COMPAT,DOC-IMP-MIEL-DW45-EU-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0078,SES-MOCK-0078,CUS-0036,standard,web,SKU-MIEL-DFS-UK,BR06,Miele,CAT03,洗碗机,MIEL-DFS-UK-2029,UK,need_adapter,brand_global,quality_only,official_distributor,1,9215,0,9215,processing,paid,label_created,2026-04-28T03:00:00,2026-04-28T03:35:00,2026-05-15,2026-05-24,华南,厦门,思明区,DOC-SKU-MIEL-DFS-UK-COMPAT,DOC-IMP-MIEL-DFS-UK-WARRANTY,DOC-PRC-CAT03,用于作品集演示的订单主数据
ORD-2026-0079,SES-MOCK-0079,CUS-0037,vip,web,SKU-LIEB-BFR-EU,BR07,Liebherr,CAT04,冰箱/酒柜,LIEB-BFR-EU-2027,EU,need_adapter,importer_only,quality_only,parallel_import,1,4410,0,4410,processing,paid,exception,2026-04-28T21:00:00,2026-04-28T21:35:00,2026-05-15,2026-05-24,西南,成都,高新区,DOC-SKU-LIEB-BFR-EU-COMPAT,DOC-IMP-LIEB-BFR-EU-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0080,SES-MOCK-0080,CUS-0038,vip,web,SKU-LIEB-FDR-UK,BR07,Liebherr,CAT04,冰箱/酒柜,LIEB-FDR-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,4410,0,4410,closed,refunded,cancelled,2026-04-29T15:00:00,2026-04-29T15:35:00,2026-05-16,2026-05-25,西南,重庆,渝北区,DOC-SKU-LIEB-FDR-UK-COMPAT,DOC-IMP-LIEB-FDR-UK-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0081,SES-MOCK-0081,CUS-0039,new,wechat,SKU-LIEB-WCN-EU,BR07,Liebherr,CAT04,冰箱/酒柜,LIEB-WCN-EU-2029,EU,need_adapter,importer_only,quality_only,parallel_import,1,4230,0,4230,closed,paid,delivered,2026-04-30T09:00:00,2026-04-30T09:35:00,2026-05-17,2026-05-26,华东,上海,黄浦区,DOC-SKU-LIEB-WCN-EU-COMPAT,DOC-IMP-LIEB-WCN-EU-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0082,SES-MOCK-0082,CUS-0040,standard,web,SKU-FISH-BFR-US,BR08,Fisher & Paykel,CAT04,冰箱/酒柜,FISH-BFR-US-2027,US,not_recommended,importer_only,quality_only,parallel_import,1,4065,0,4065,closed,paid,delivered,2026-05-01T03:00:00,2026-05-01T03:35:00,2026-05-18,2026-05-27,华东,杭州,西湖区,DOC-SKU-FISH-BFR-US-COMPAT,DOC-IMP-FISH-BFR-US-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0083,SES-MOCK-0083,CUS-0041,vip,web,SKU-FISH-FDR-UK,BR08,Fisher & Paykel,CAT04,冰箱/酒柜,FISH-FDR-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,4365,0,4365,closed,paid,delivered,2026-05-01T21:00:00,2026-05-01T21:35:00,2026-05-18,2026-05-27,华东,苏州,工业园区,DOC-SKU-FISH-FDR-UK-COMPAT,DOC-IMP-FISH-FDR-UK-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0084,SES-MOCK-0084,CUS-0042,vip,web,SKU-FISH-WCN-AU,BR08,Fisher & Paykel,CAT04,冰箱/酒柜,FISH-WCN-AU-2029,AU,direct,importer_only,quality_only,parallel_import,1,4305,0,4305,processing,paid,in_transit,2026-05-02T15:00:00,2026-05-02T15:35:00,2026-05-19,2026-05-28,华北,北京,朝阳区,DOC-SKU-FISH-WCN-AU-COMPAT,DOC-IMP-FISH-WCN-AU-WARRANTY,DOC-PRC-CAT04,用于作品集演示的订单主数据
ORD-2026-0085,SES-MOCK-0085,CUS-0001,new,web,SKU-AEG-WFL-EU,BR09,AEG,CAT05,洗衣机/烘干机,AEG-WFL-EU-2027,EU,need_adapter,importer_only,quality_only,parallel_import,1,10520,0,10520,processing,paid,in_transit,2026-05-03T09:00:00,2026-05-03T09:35:00,2026-05-20,2026-05-29,华北,天津,河西区,DOC-SKU-AEG-WFL-EU-COMPAT,DOC-IMP-AEG-WFL-EU-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0086,SES-MOCK-0086,CUS-0002,standard,web,SKU-AEG-HPD-UK,BR09,AEG,CAT05,洗衣机/烘干机,AEG-HPD-UK-2028,UK,need_adapter,importer_only,quality_only,parallel_import,1,10220,0,10220,processing,paid,customs_clearance,2026-05-04T03:00:00,2026-05-04T03:35:00,2026-05-21,2026-05-30,华南,深圳,南山区,DOC-SKU-AEG-HPD-UK-COMPAT,DOC-IMP-AEG-HPD-UK-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0087,SES-MOCK-0087,CUS-0003,vip,web,SKU-AEG-WDC-EU,BR09,AEG,CAT05,洗衣机/烘干机,AEG-WDC-EU-2029,EU,need_adapter,importer_only,quality_only,parallel_import,1,10340,0,10340,processing,paid,out_for_delivery,2026-05-04T21:00:00,2026-05-04T21:35:00,2026-05-21,2026-05-30,华南,广州,天河区,DOC-SKU-AEG-WDC-EU-COMPAT,DOC-IMP-AEG-WDC-EU-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0088,SES-MOCK-0088,CUS-0004,vip,web,SKU-ELEC-WFL-US,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-WFL-US-2027,US,not_recommended,importer_only,quality_only,parallel_import,1,10175,0,10175,processing,paid,label_created,2026-05-05T15:00:00,2026-05-05T15:35:00,2026-05-22,2026-05-31,华南,厦门,思明区,DOC-SKU-ELEC-WFL-US-COMPAT,DOC-IMP-ELEC-WFL-US-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0089,SES-MOCK-0089,CUS-0005,new,wechat,SKU-ELEC-HPD-EU,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-HPD-EU-2028,EU,need_adapter,importer_only,quality_only,parallel_import,1,10535,0,10535,processing,paid,exception,2026-05-06T09:00:00,2026-05-06T09:35:00,2026-05-23,2026-06-01,西南,成都,高新区,DOC-SKU-ELEC-HPD-EU-COMPAT,DOC-IMP-ELEC-HPD-EU-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0090,SES-MOCK-0090,CUS-0006,standard,web,SKU-ELEC-WDC-UK,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-WDC-UK-2029,UK,need_adapter,importer_only,quality_only,parallel_import,1,10535,0,10535,closed,refunded,cancelled,2026-05-07T03:00:00,2026-05-07T03:35:00,2026-05-24,2026-06-02,西南,重庆,渝北区,DOC-SKU-ELEC-WDC-UK-COMPAT,DOC-IMP-ELEC-WDC-UK-WARRANTY,DOC-PRC-CAT05,用于作品集演示的订单主数据
ORD-2026-0091,SES-MOCK-0091,CUS-0007,vip,web,SKU-DYSO-RVC-US,BR11,Dyson,CAT06,地面清洁设备,DYSO-RVC-US-2027,US,need_transformer_and_adapter,brand_global,quality_only,official_distributor,1,4230,0,4230,closed,paid,delivered,2026-05-07T21:00:00,2026-05-07T21:35:00,2026-05-12,2026-05-15,华东,上海,黄浦区,DOC-SKU-DYSO-RVC-US-COMPAT,DOC-IMP-DYSO-RVC-US-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0092,SES-MOCK-0092,CUS-0008,vip,web,SKU-DYSO-CDV-EU,BR11,Dyson,CAT06,地面清洁设备,DYSO-CDV-EU-2028,EU,need_adapter,brand_global,quality_only,official_distributor,1,4590,0,4590,closed,paid,delivered,2026-05-08T15:00:00,2026-05-08T15:35:00,2026-05-13,2026-05-16,华东,杭州,西湖区,DOC-SKU-DYSO-CDV-EU-COMPAT,DOC-IMP-DYSO-CDV-EU-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0093,SES-MOCK-0093,CUS-0009,new,web,SKU-DYSO-WFW-UK,BR11,Dyson,CAT06,地面清洁设备,DYSO-WFW-UK-2029,UK,need_adapter,brand_global,quality_only,official_distributor,1,4590,0,4590,closed,paid,delivered,2026-05-09T09:00:00,2026-05-09T09:35:00,2026-05-14,2026-05-17,华东,苏州,工业园区,DOC-SKU-DYSO-WFW-UK-COMPAT,DOC-IMP-DYSO-WFW-UK-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0094,SES-MOCK-0094,CUS-0010,standard,web,SKU-IROB-RVC-US,BR12,iRobot,CAT06,地面清洁设备,IROB-RVC-US-2027,US,need_transformer_and_adapter,importer_only,quality_only,parallel_import,1,4485,0,4485,processing,paid,in_transit,2026-05-10T03:00:00,2026-05-10T03:35:00,2026-05-15,2026-05-18,华北,北京,朝阳区,DOC-SKU-IROB-RVC-US-COMPAT,DOC-IMP-IROB-RVC-US-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0095,SES-MOCK-0095,CUS-0011,vip,web,SKU-IROB-CDV-EU,BR12,iRobot,CAT06,地面清洁设备,IROB-CDV-EU-2028,EU,need_adapter,importer_only,quality_only,parallel_import,1,4845,0,4845,processing,paid,in_transit,2026-05-10T21:00:00,2026-05-10T21:35:00,2026-05-15,2026-05-18,华北,天津,河西区,DOC-SKU-IROB-CDV-EU-COMPAT,DOC-IMP-IROB-CDV-EU-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0096,SES-MOCK-0096,CUS-0012,vip,web,SKU-IROB-WFW-UK,BR12,iRobot,CAT06,地面清洁设备,IROB-WFW-UK-2029,UK,need_adapter,importer_only,quality_only,parallel_import,1,4545,0,4545,processing,paid,customs_clearance,2026-05-11T15:00:00,2026-05-11T15:35:00,2026-05-16,2026-05-19,华南,深圳,南山区,DOC-SKU-IROB-WFW-UK-COMPAT,DOC-IMP-IROB-WFW-UK-WARRANTY,DOC-PRC-CAT06,用于作品集演示的订单主数据
ORD-2026-0097,SES-MOCK-0097,CUS-0013,new,wechat,SKU-BLUE-TAP-US,BR13,Blueair,CAT07,空气净化器,BLUE-TAP-US-2027,US,need_transformer_and_adapter,importer_with_brand_support,quality_only,official_distributor,1,4040,0,4040,processing,paid,out_for_delivery,2026-05-12T09:00:00,2026-05-12T09:35:00,2026-05-17,2026-05-20,华南,广州,天河区,DOC-SKU-BLUE-TAP-US-COMPAT,DOC-IMP-BLUE-TAP-US-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0098,SES-MOCK-0098,CUS-0014,standard,web,SKU-BLUE-HEP-EU,BR13,Blueair,CAT07,空气净化器,BLUE-HEP-EU-2028,EU,need_adapter,importer_with_brand_support,quality_only,official_distributor,1,4400,0,4400,processing,paid,label_created,2026-05-13T03:00:00,2026-05-13T03:35:00,2026-05-18,2026-05-21,华南,厦门,思明区,DOC-SKU-BLUE-HEP-EU-COMPAT,DOC-IMP-BLUE-HEP-EU-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0099,SES-MOCK-0099,CUS-0015,vip,web,SKU-BLUE-HMP-UK,BR13,Blueair,CAT07,空气净化器,BLUE-HMP-UK-2029,UK,need_adapter,importer_with_brand_support,quality_only,official_distributor,1,4400,0,4400,processing,paid,exception,2026-05-13T21:00:00,2026-05-13T21:35:00,2026-05-18,2026-05-21,西南,成都,高新区,DOC-SKU-BLUE-HMP-UK-COMPAT,DOC-IMP-BLUE-HMP-UK-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
ORD-2026-0100,SES-MOCK-0100,CUS-0016,vip,web,SKU-STAD-TAP-EU,BR14,Stadler Form,CAT07,空气净化器,STAD-TAP-EU-2027,EU,need_adapter,importer_only,quality_only,parallel_import,1,4595,0,4595,closed,refunded,cancelled,2026-05-14T15:00:00,2026-05-14T15:35:00,2026-05-19,2026-05-22,西南,重庆,渝北区,DOC-SKU-STAD-TAP-EU-COMPAT,DOC-IMP-STAD-TAP-EU-WARRANTY,DOC-PRC-CAT07,用于作品集演示的订单主数据
