check_id,优先主题,文档名称,文档类型,颗粒度,sku_id,品牌,类目,区域,真实来源,owner,格式,关键字段,风险级别,状态,刷新频率,上线边界,source_type,collection_status,doc_type,locale,source_of_truth_tier_target
CHK0230,进口保修,Dyson_DYSO-WFW-UK-2029_进口保修卡,进口保修卡,SKU,SKU-DYSO-WFW-UK,Dyson,地面清洁设备,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0231,进口保修,iRobot_IROB-RVC-US-2027_进口保修卡,进口保修卡,SKU,SKU-IROB-RVC-US,iRobot,地面清洁设备,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0232,进口保修,iRobot_IROB-CDV-EU-2028_进口保修卡,进口保修卡,SKU,SKU-IROB-CDV-EU,iRobot,地面清洁设备,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0233,进口保修,iRobot_IROB-WFW-UK-2029_进口保修卡,进口保修卡,SKU,SKU-IROB-WFW-UK,iRobot,地面清洁设备,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0234,进口保修,Blueair_BLUE-TAP-US-2027_进口保修卡,进口保修卡,SKU,SKU-BLUE-TAP-US,Blueair,空气净化器,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0235,进口保修,Blueair_BLUE-HEP-EU-2028_进口保修卡,进口保修卡,SKU,SKU-BLUE-HEP-EU,Blueair,空气净化器,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0236,进口保修,Blueair_BLUE-HMP-UK-2029_进口保修卡,进口保修卡,SKU,SKU-BLUE-HMP-UK,Blueair,空气净化器,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0237,进口保修,Stadler Form_STAD-TAP-EU-2027_进口保修卡,进口保修卡,SKU,SKU-STAD-TAP-EU,Stadler Form,空气净化器,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0238,进口保修,Stadler Form_STAD-HEP-UK-2028_进口保修卡,进口保修卡,SKU,SKU-STAD-HEP-UK,Stadler Form,空气净化器,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0239,进口保修,Stadler Form_STAD-HMP-EU-2029_进口保修卡,进口保修卡,SKU,SKU-STAD-HMP-EU,Stadler Form,空气净化器,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0240,进口保修,Panasonic_PANA-INV-JP-2027_进口保修卡,进口保修卡,SKU,SKU-PANA-INV-JP,Panasonic,微波炉/蒸烤一体机,JP,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0241,进口保修,Panasonic_PANA-COM-US-2028_进口保修卡,进口保修卡,SKU,SKU-PANA-COM-US,Panasonic,微波炉/蒸烤一体机,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0242,进口保修,Panasonic_PANA-GRL-EU-2029_进口保修卡,进口保修卡,SKU,SKU-PANA-GRL-EU,Panasonic,微波炉/蒸烤一体机,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0243,进口保修,Russell Hobbs_RUSS-INV-UK-2027_进口保修卡,进口保修卡,SKU,SKU-RUSS-INV-UK,Russell Hobbs,微波炉/蒸烤一体机,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0244,进口保修,Russell Hobbs_RUSS-COM-EU-2028_进口保修卡,进口保修卡,SKU,SKU-RUSS-COM-EU,Russell Hobbs,微波炉/蒸烤一体机,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0245,进口保修,Russell Hobbs_RUSS-GRL-US-2029_进口保修卡,进口保修卡,SKU,SKU-RUSS-GRL-US,Russell Hobbs,微波炉/蒸烤一体机,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0246,进口保修,Elica_ELIC-HOD-US-2027_进口保修卡,进口保修卡,SKU,SKU-ELIC-HOD-US,Elica,烟机/电磁灶,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0247,进口保修,Elica_ELIC-IDC-EU-2028_进口保修卡,进口保修卡,SKU,SKU-ELIC-IDC-EU,Elica,烟机/电磁灶,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0248,进口保修,Elica_ELIC-DOW-UK-2029_进口保修卡,进口保修卡,SKU,SKU-ELIC-DOW-UK,Elica,烟机/电磁灶,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0249,进口保修,Bertazzoni_BERT-HOD-US-2027_进口保修卡,进口保修卡,SKU,SKU-BERT-HOD-US,Bertazzoni,烟机/电磁灶,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0250,进口保修,Bertazzoni_BERT-IDC-EU-2028_进口保修卡,进口保修卡,SKU,SKU-BERT-IDC-EU,Bertazzoni,烟机/电磁灶,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0251,进口保修,Bertazzoni_BERT-DOW-UK-2029_进口保修卡,进口保修卡,SKU,SKU-BERT-DOW-UK,Bertazzoni,烟机/电磁灶,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0252,进口保修,Dualit_DUAL-KTL-UK-2027_进口保修卡,进口保修卡,SKU,SKU-DUAL-KTL-UK,Dualit,电热水壶/厨师机/食物处理,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0253,进口保修,Dualit_DUAL-MIX-EU-2028_进口保修卡,进口保修卡,SKU,SKU-DUAL-MIX-EU,Dualit,电热水壶/厨师机/食物处理,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0254,进口保修,Dualit_DUAL-PRC-US-2029_进口保修卡,进口保修卡,SKU,SKU-DUAL-PRC-US,Dualit,电热水壶/厨师机/食物处理,US,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0255,进口保修,Kenwood_KENW-KTL-UK-2027_进口保修卡,进口保修卡,SKU,SKU-KENW-KTL-UK,Kenwood,电热水壶/厨师机/食物处理,UK,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0256,进口保修,Kenwood_KENW-MIX-EU-2028_进口保修卡,进口保修卡,SKU,SKU-KENW-MIX-EU,Kenwood,电热水壶/厨师机/食物处理,EU,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0257,进口保修,Kenwood_KENW-PRC-AE-2029_进口保修卡,进口保修卡,SKU,SKU-KENW-PRC-AE,Kenwood,电热水壶/厨师机/食物处理,AE,进口商保修协议 + 品牌官方保修条款,采购+法务,xlsx/json,"sku_id,warranty_scope_type,warranty_duration_days,service_network,excluded_failures",极高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,import_warranty_card,zh-CN,tier1_official
CHK0258,运输时效,全自动/半自动咖啡机_运输时效说明卡,运输时效卡,品类,,,全自动/半自动咖啡机,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0259,运输时效,台式烤箱/空气炸烤箱_运输时效说明卡,运输时效卡,品类,,,台式烤箱/空气炸烤箱,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0260,运输时效,洗碗机_运输时效说明卡,运输时效卡,品类,,,洗碗机,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0261,运输时效,冰箱/酒柜_运输时效说明卡,运输时效卡,品类,,,冰箱/酒柜,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0262,运输时效,洗衣机/烘干机_运输时效说明卡,运输时效卡,品类,,,洗衣机/烘干机,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0263,运输时效,地面清洁设备_运输时效说明卡,运输时效卡,品类,,,地面清洁设备,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0264,运输时效,空气净化器_运输时效说明卡,运输时效卡,品类,,,空气净化器,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0265,运输时效,微波炉/蒸烤一体机_运输时效说明卡,运输时效卡,品类,,,微波炉/蒸烤一体机,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0266,运输时效,烟机/电磁灶_运输时效说明卡,运输时效卡,品类,,,烟机/电磁灶,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0267,运输时效,电热水壶/厨师机/食物处理_运输时效说明卡,运输时效卡,品类,,,电热水壶/厨师机/食物处理,CN,物流运营系统 + 海关清关台账,物流运营,xlsx/json,"category,origin_hub,transport_mode,typical_eta_days_min,typical_eta_days_max",中,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,shipping_eta_card,zh-CN,tier1_official
CHK0268,带出国使用,De'Longhi_DELO-Caps-UK-2029_带出国使用卡,带出国使用卡,SKU,SKU-DELO-Caps-UK,De'Longhi,全自动/半自动咖啡机,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0269,带出国使用,Jura_JURA-Caps-UK-2029_带出国使用卡,带出国使用卡,SKU,SKU-JURA-Caps-UK,Jura,全自动/半自动咖啡机,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0270,带出国使用,Dyson_DYSO-RVC-US-2027_带出国使用卡,带出国使用卡,SKU,SKU-DYSO-RVC-US,Dyson,地面清洁设备,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0271,带出国使用,Dyson_DYSO-CDV-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-DYSO-CDV-EU,Dyson,地面清洁设备,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0272,带出国使用,Dyson_DYSO-WFW-UK-2029_带出国使用卡,带出国使用卡,SKU,SKU-DYSO-WFW-UK,Dyson,地面清洁设备,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0273,带出国使用,iRobot_IROB-RVC-US-2027_带出国使用卡,带出国使用卡,SKU,SKU-IROB-RVC-US,iRobot,地面清洁设备,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0274,带出国使用,iRobot_IROB-CDV-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-IROB-CDV-EU,iRobot,地面清洁设备,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0275,带出国使用,iRobot_IROB-WFW-UK-2029_带出国使用卡,带出国使用卡,SKU,SKU-IROB-WFW-UK,iRobot,地面清洁设备,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0276,带出国使用,Blueair_BLUE-TAP-US-2027_带出国使用卡,带出国使用卡,SKU,SKU-BLUE-TAP-US,Blueair,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0277,带出国使用,Blueair_BLUE-HEP-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-BLUE-HEP-EU,Blueair,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0278,带出国使用,Blueair_BLUE-HMP-UK-2029_带出国使用卡,带出国使用卡,SKU,SKU-BLUE-HMP-UK,Blueair,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0279,带出国使用,Stadler Form_STAD-TAP-EU-2027_带出国使用卡,带出国使用卡,SKU,SKU-STAD-TAP-EU,Stadler Form,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0280,带出国使用,Stadler Form_STAD-HEP-UK-2028_带出国使用卡,带出国使用卡,SKU,SKU-STAD-HEP-UK,Stadler Form,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0281,带出国使用,Stadler Form_STAD-HMP-EU-2029_带出国使用卡,带出国使用卡,SKU,SKU-STAD-HMP-EU,Stadler Form,空气净化器,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0282,带出国使用,Dualit_DUAL-KTL-UK-2027_带出国使用卡,带出国使用卡,SKU,SKU-DUAL-KTL-UK,Dualit,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0283,带出国使用,Dualit_DUAL-MIX-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-DUAL-MIX-EU,Dualit,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0284,带出国使用,Dualit_DUAL-PRC-US-2029_带出国使用卡,带出国使用卡,SKU,SKU-DUAL-PRC-US,Dualit,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0285,带出国使用,Kenwood_KENW-KTL-UK-2027_带出国使用卡,带出国使用卡,SKU,SKU-KENW-KTL-UK,Kenwood,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0286,带出国使用,Kenwood_KENW-MIX-EU-2028_带出国使用卡,带出国使用卡,SKU,SKU-KENW-MIX-EU,Kenwood,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
CHK0287,带出国使用,Kenwood_KENW-PRC-AE-2029_带出国使用卡,带出国使用卡,SKU,SKU-KENW-PRC-AE,Kenwood,电热水壶/厨师机/食物处理,"SG,MY,JP,TH,KR",进口商兼容卡 + 品牌说明书 + 目标国电力规格,商品运营+技术支持,xlsx/json,"sku_id,target_countries,per_country_verdict,battery_iata_note",高,待收集,月更,上线前必须替换为真实进口商文档,synthetic_seed,pending,travel_use_card,zh-CN,tier1_official
