sku_id,brand_id,品牌,category_id,类目,型号,商品名,子类,品牌来源地,目标区域版,额定电压,额定频率,插头类型,功率W,认证标识,尺寸,安装/使用要求,风险级别,保修模式,保修备注,高频客服需求,高风险知识,必须RAG,china_usability,china_voltage_note,china_plug_adapter,warranty_type,warranty_duration_days,return_policy_type,import_channel,sales_rule_return,sales_rule_return_window_days,importer_name
SKU-ELEC-WDC-UK,BR10,Electrolux,CAT05,洗衣机/烘干机,ELEC-WDC-UK-2029,洗烘一体机,washer_dryer_combo,瑞典,UK,220-240V,50Hz,Type G,2200,UKCA/CE,60x85x64cm,需预留进排水/排风/电源，拆除运输螺栓,极高,regional_only,同大区适用，跨大区需人工复核,安装条件；运输螺栓；进排水/排风；签收破损；保修地域,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type G → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,伊莱克斯东南亚（合成）
SKU-DYSO-RVC-US,BR11,Dyson,CAT06,地面清洁设备,DYSO-RVC-US-2027,扫拖机器人,robot_vacuum,英国,US,120V,60Hz,Type B,65,UL/ETL,35x10x35cm,台面摆放，需核对电压/频率/插头与散热距离,中,global_limited_small_appliance,全球有限保修，序列号+发票必需,兼容性；电池/充电；建图配网；配件耗材；降价争议,Y,Y,need_transformer_and_adapter,120V 进口版；中国家用电压 220V/50Hz。需配 220V→120V 降压变压器（建议 1500W 以上）,Type B → GB 2099 转接头,brand_global,730,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,戴森中国（合成）
SKU-DYSO-CDV-EU,BR11,Dyson,CAT06,地面清洁设备,DYSO-CDV-EU-2028,无线吸尘器,cordless_vacuum,英国,EU,220-240V,50Hz,Type F,545,CE,25x125x27cm,台面摆放，需核对电压/频率/插头与散热距离,中,global_limited_small_appliance,全球有限保修，序列号+发票必需,兼容性；电池/充电；建图配网；配件耗材；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,brand_global,730,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,戴森中国（合成）
SKU-DYSO-WFW-UK,BR11,Dyson,CAT06,地面清洁设备,DYSO-WFW-UK-2029,洗地机,wet_floor_washer,英国,UK,220-240V,50Hz,Type G,250,UKCA/CE,32x120x28cm,台面摆放，需核对电压/频率/插头与散热距离,中,global_limited_small_appliance,全球有限保修，序列号+发票必需,兼容性；电池/充电；建图配网；配件耗材；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,brand_global,730,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,戴森中国（合成）
SKU-IROB-RVC-US,BR12,iRobot,CAT06,地面清洁设备,IROB-RVC-US-2027,扫拖机器人,robot_vacuum,美国,US,120V,60Hz,Type B,65,UL/ETL,35x10x35cm,台面摆放，需核对电压/频率/插头与散热距离,中,regional_only,同大区适用，跨大区需人工复核,兼容性；电池/充电；建图配网；配件耗材；降价争议,Y,Y,need_transformer_and_adapter,120V 进口版；中国家用电压 220V/50Hz。需配 220V→120V 降压变压器（建议 1500W 以上）,Type B → GB 2099 转接头,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,iRobot 亚太代理（合成）
SKU-IROB-CDV-EU,BR12,iRobot,CAT06,地面清洁设备,IROB-CDV-EU-2028,无线吸尘器,cordless_vacuum,美国,EU,220-240V,50Hz,Type F,545,CE,25x125x27cm,台面摆放，需核对电压/频率/插头与散热距离,中,regional_only,同大区适用，跨大区需人工复核,兼容性；电池/充电；建图配网；配件耗材；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,iRobot 亚太代理（合成）
SKU-IROB-WFW-UK,BR12,iRobot,CAT06,地面清洁设备,IROB-WFW-UK-2029,洗地机,wet_floor_washer,美国,UK,220-240V,50Hz,Type G,250,UKCA/CE,32x120x28cm,台面摆放，需核对电压/频率/插头与散热距离,中,regional_only,同大区适用，跨大区需人工复核,兼容性；电池/充电；建图配网；配件耗材；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,iRobot 亚太代理（合成）
SKU-BLUE-TAP-US,BR13,Blueair,CAT07,空气净化器,BLUE-TAP-US-2027,塔式空气净化器,tower_purifier,瑞典,US,120V,60Hz,Type B,55,UL/ETL,31x72x31cm,台面摆放，需核对电压/频率/插头与散热距离,中,global_limited_small_appliance,全球有限保修，序列号+发票必需,兼容性；滤网更换；净化面积；噪音/异味；保修地域,Y,Y,need_transformer_and_adapter,120V 进口版；中国家用电压 220V/50Hz。需配 220V→120V 降压变压器（建议 1500W 以上）,Type B → GB 2099 转接头,importer_with_brand_support,365,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,布鲁雅尔中国（合成）
SKU-BLUE-HEP-EU,BR13,Blueair,CAT07,空气净化器,BLUE-HEP-EU-2028,HEPA空气净化器,hepa_purifier,瑞典,EU,220-240V,50Hz,Type F,42,CE,30x58x30cm,台面摆放，需核对电压/频率/插头与散热距离,中,global_limited_small_appliance,全球有限保修，序列号+发票必需,兼容性；滤网更换；净化面积；噪音/异味；保修地域,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_with_brand_support,365,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,布鲁雅尔中国（合成）
SKU-BLUE-HMP-UK,BR13,Blueair,CAT07,空气净化器,BLUE-HMP-UK-2029,净化加湿一体机,purify_humidify,瑞典,UK,220-240V,50Hz,Type G,65,UKCA/CE,33x74x33cm,台面摆放，需核对电压/频率/插头与散热距离,中,global_limited_small_appliance,全球有限保修，序列号+发票必需,兼容性；滤网更换；净化面积；噪音/异味；保修地域,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_with_brand_support,365,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,布鲁雅尔中国（合成）
SKU-STAD-TAP-EU,BR14,Stadler Form,CAT07,空气净化器,STAD-TAP-EU-2027,塔式空气净化器,tower_purifier,瑞士,EU,220-240V,50Hz,Type F,55,CE,31x72x31cm,台面摆放，需核对电压/频率/插头与散热距离,中,same_region_only,购买地与使用地一致才默认适用,兼容性；滤网更换；净化面积；噪音/异味；保修地域,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,斯泰得乐亚太（合成）
SKU-STAD-HEP-UK,BR14,Stadler Form,CAT07,空气净化器,STAD-HEP-UK-2028,HEPA空气净化器,hepa_purifier,瑞士,UK,220-240V,50Hz,Type G,42,UKCA/CE,30x58x30cm,台面摆放，需核对电压/频率/插头与散热距离,中,same_region_only,购买地与使用地一致才默认适用,兼容性；滤网更换；净化面积；噪音/异味；保修地域,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,斯泰得乐亚太（合成）
SKU-STAD-HMP-EU,BR14,Stadler Form,CAT07,空气净化器,STAD-HMP-EU-2029,净化加湿一体机,purify_humidify,瑞士,EU,220-240V,50Hz,Type F,65,CE,33x74x33cm,台面摆放，需核对电压/频率/插头与散热距离,中,same_region_only,购买地与使用地一致才默认适用,兼容性；滤网更换；净化面积；噪音/异味；保修地域,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,斯泰得乐亚太（合成）
SKU-PANA-INV-JP,BR15,Panasonic,CAT08,微波炉/蒸烤一体机,PANA-INV-JP-2027,变频微波炉,inverter_microwave,日本,JP,100V,50/60Hz,Type A,1300,PSE,52x32x41cm,台式机需散热，嵌入式需开孔尺寸,高,regional_only,同大区适用，跨大区需人工复核,兼容性；台面/嵌入尺寸；发热投诉；签收破损；保修地域,Y,Y,not_recommended,100V 进口版，功率 1300W；家用 220→100V 变压器最大约 2000-3000W 仍留余量不足，长期使用存在发热/烧毁风险,不建议,brand_global,730,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,松下中国（合成）
SKU-PANA-COM-US,BR15,Panasonic,CAT08,微波炉/蒸烤一体机,PANA-COM-US-2028,蒸烤微波一体机,combi_microwave,日本,US,120V,60Hz,Type B,1800,UL/ETL,60x45x56cm,台式机需散热，嵌入式需开孔尺寸,高,regional_only,同大区适用，跨大区需人工复核,兼容性；台面/嵌入尺寸；发热投诉；签收破损；保修地域,Y,Y,not_recommended,120V 进口版，功率 1800W；家用 220→120V 变压器最大约 2000-3000W 仍留余量不足，长期使用存在发热/烧毁风险,不建议,brand_global,730,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,松下中国（合成）
SKU-PANA-GRL-EU,BR15,Panasonic,CAT08,微波炉/蒸烤一体机,PANA-GRL-EU-2029,微波烧烤一体机,grill_microwave,日本,EU,220-240V,50Hz,Type F,1450,CE,51x31x40cm,台式机需散热，嵌入式需开孔尺寸,高,regional_only,同大区适用，跨大区需人工复核,兼容性；台面/嵌入尺寸；发热投诉；签收破损；保修地域,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type F → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,brand_global,730,quality_only,official_distributor,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,松下中国（合成）
SKU-RUSS-INV-UK,BR16,Russell Hobbs,CAT08,微波炉/蒸烤一体机,RUSS-INV-UK-2027,变频微波炉,inverter_microwave,英国,UK,220-240V,50Hz,Type G,1300,UKCA/CE,52x32x41cm,台式机需散热，嵌入式需开孔尺寸,高,same_region_only,购买地与使用地一致才默认适用,兼容性；台面/嵌入尺寸；发热投诉；签收破损；保修地域,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type G → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,罗素豪柏亚太代理（合成）
SKU-RUSS-COM-EU,BR16,Russell Hobbs,CAT08,微波炉/蒸烤一体机,RUSS-COM-EU-2028,蒸烤微波一体机,combi_microwave,英国,EU,220-240V,50Hz,Type F,1800,CE,60x45x56cm,台式机需散热，嵌入式需开孔尺寸,高,same_region_only,购买地与使用地一致才默认适用,兼容性；台面/嵌入尺寸；发热投诉；签收破损；保修地域,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type F → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,罗素豪柏亚太代理（合成）
SKU-RUSS-GRL-US,BR16,Russell Hobbs,CAT08,微波炉/蒸烤一体机,RUSS-GRL-US-2029,微波烧烤一体机,grill_microwave,英国,US,120V,60Hz,Type B,1450,UL/ETL,51x31x40cm,台式机需散热，嵌入式需开孔尺寸,高,same_region_only,购买地与使用地一致才默认适用,兼容性；台面/嵌入尺寸；发热投诉；签收破损；保修地域,Y,Y,not_recommended,120V 进口版，功率 1450W；家用 220→120V 变压器最大约 2000-3000W 仍留余量不足，长期使用存在发热/烧毁风险,不建议,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,罗素豪柏亚太代理（合成）
SKU-ELIC-HOD-US,BR17,Elica,CAT09,烟机/电磁灶,ELIC-HOD-US-2027,壁挂烟机,wall_hood,意大利,US,120V,60Hz,Type B,260,UL/ETL,90x55x45cm,需核对开孔、电路与排烟管径,极高,regional_only,同大区适用，跨大区需人工复核,开孔尺寸；电路要求；排烟管径；签收破损；安装责任,Y,Y,not_recommended,120V 进口版；该类家电属于长时段/嵌入式场景，配变压器运行不经济也不安全，中国市场不建议使用,不建议,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Elica 亚太（合成）
SKU-ELIC-IDC-EU,BR17,Elica,CAT09,烟机/电磁灶,ELIC-IDC-EU-2028,60cm电磁灶,induction_cooktop,意大利,EU,220-240V,50Hz,Type F,7200,CE,59x5.8x52cm,需核对开孔、电路与排烟管径,极高,regional_only,同大区适用，跨大区需人工复核,开孔尺寸；电路要求；排烟管径；签收破损；安装责任,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type F → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Elica 亚太（合成）
SKU-ELIC-DOW-UK,BR17,Elica,CAT09,烟机/电磁灶,ELIC-DOW-UK-2029,下吸式烟机,downdraft_hood,意大利,UK,220-240V,50Hz,Type G,300,UKCA/CE,90x30x13cm,需核对开孔、电路与排烟管径,极高,regional_only,同大区适用，跨大区需人工复核,开孔尺寸；电路要求；排烟管径；签收破损；安装责任,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type G → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Elica 亚太（合成）
SKU-BERT-HOD-US,BR18,Bertazzoni,CAT09,烟机/电磁灶,BERT-HOD-US-2027,壁挂烟机,wall_hood,意大利,US,120V,60Hz,Type B,260,UL/ETL,90x55x45cm,需核对开孔、电路与排烟管径,极高,regional_only,同大区适用，跨大区需人工复核,开孔尺寸；电路要求；排烟管径；签收破损；安装责任,Y,Y,not_recommended,120V 进口版；该类家电属于长时段/嵌入式场景，配变压器运行不经济也不安全，中国市场不建议使用,不建议,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,贝尔塔佐尼亚太（合成）
SKU-BERT-IDC-EU,BR18,Bertazzoni,CAT09,烟机/电磁灶,BERT-IDC-EU-2028,60cm电磁灶,induction_cooktop,意大利,EU,220-240V,50Hz,Type F,7200,CE,59x5.8x52cm,需核对开孔、电路与排烟管径,极高,regional_only,同大区适用，跨大区需人工复核,开孔尺寸；电路要求；排烟管径；签收破损；安装责任,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type F → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,贝尔塔佐尼亚太（合成）
SKU-BERT-DOW-UK,BR18,Bertazzoni,CAT09,烟机/电磁灶,BERT-DOW-UK-2029,下吸式烟机,downdraft_hood,意大利,UK,220-240V,50Hz,Type G,300,UKCA/CE,90x30x13cm,需核对开孔、电路与排烟管径,极高,regional_only,同大区适用，跨大区需人工复核,开孔尺寸；电路要求；排烟管径；签收破损；安装责任,Y,Y,need_adapter,电压 220V 匹配；插头需专业改装（嵌入式/大功率家电不建议长期依赖转接头）,Type G → GB 2099 三极转接头（16A 以上认证；高功率机型建议切掉原插头做专业改线）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,贝尔塔佐尼亚太（合成）
SKU-DUAL-KTL-UK,BR19,Dualit,CAT10,电热水壶/厨师机/食物处理,DUAL-KTL-UK-2027,电热水壶,kettle,英国,UK,220-240V,50Hz,Type G,2200,UKCA/CE,22x25x17cm,台面摆放，需核对电压/频率/插头与散热距离,低,same_region_only,购买地与使用地一致才默认适用,兼容性；附件缺失；噪音/振动；清洁维护；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Dualit 亚太（合成）
SKU-DUAL-MIX-EU,BR19,Dualit,CAT10,电热水壶/厨师机/食物处理,DUAL-MIX-EU-2028,厨师机,stand_mixer,英国,EU,220-240V,50Hz,Type F,1200,CE,37x38x24cm,台面摆放，需核对电压/频率/插头与散热距离,低,same_region_only,购买地与使用地一致才默认适用,兼容性；附件缺失；噪音/振动；清洁维护；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Dualit 亚太（合成）
SKU-DUAL-PRC-US,BR19,Dualit,CAT10,电热水壶/厨师机/食物处理,DUAL-PRC-US-2029,食物处理机,food_processor,英国,US,120V,60Hz,Type B,900,UL/ETL,25x41x22cm,台面摆放，需核对电压/频率/插头与散热距离,低,same_region_only,购买地与使用地一致才默认适用,兼容性；附件缺失；噪音/振动；清洁维护；降价争议,Y,Y,need_transformer_and_adapter,120V 进口版；中国家用电压 220V/50Hz。需配 220V→120V 降压变压器（建议 1800W 以上）,Type B → GB 2099 转接头,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Dualit 亚太（合成）
SKU-KENW-KTL-UK,BR20,Kenwood,CAT10,电热水壶/厨师机/食物处理,KENW-KTL-UK-2027,电热水壶,kettle,英国,UK,220-240V,50Hz,Type G,2200,UKCA/CE,22x25x17cm,台面摆放，需核对电压/频率/插头与散热距离,低,regional_only,同大区适用，跨大区需人工复核,兼容性；附件缺失；噪音/振动；清洁维护；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Kenwood 亚太（合成）
SKU-KENW-MIX-EU,BR20,Kenwood,CAT10,电热水壶/厨师机/食物处理,KENW-MIX-EU-2028,厨师机,stand_mixer,英国,EU,220-240V,50Hz,Type F,1200,CE,37x38x24cm,台面摆放，需核对电压/频率/插头与散热距离,低,regional_only,同大区适用，跨大区需人工复核,兼容性；附件缺失；噪音/振动；清洁维护；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type F → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Kenwood 亚太（合成）
SKU-KENW-PRC-AE,BR20,Kenwood,CAT10,电热水壶/厨师机/食物处理,KENW-PRC-AE-2029,食物处理机,food_processor,英国,AE,220-240V,50Hz,Type G,900,CE/GCC,25x41x22cm,台面摆放，需核对电压/频率/插头与散热距离,低,regional_only,同大区适用，跨大区需人工复核,兼容性；附件缺失；噪音/振动；清洁维护；降价争议,Y,Y,need_adapter,电压 220V 与中国家用标准一致,Type G → GB 2099 三极转接头（10A 及以上认证即可满足小电器）,importer_only,365,quality_only,parallel_import,本商品为跨境进口商品，不支持七天无理由退换，仅在出现质量问题时支持退换货；请在签收后 15 天内完成质量申报,15,Kenwood 亚太（合成）
